9999,9999,1,2,4,7.9433,15.849,31.623,63.096,125.89,251.19,9999,9999,1,2,4,7.9433,15.849,31.623,63.096,125.89,251.19,9999,9999,1,2,4,7.9433,15.849,31.623,63.096,125.89,251.19
1,1,13.453,27.461,27.931,38.955,45.586,46.966,49.815,53.841,50.79,1,1,14.325,27.561,32.455,40.322,49.446,51.397,49.987,51.99,48.086,1,1,17.879,28.776,32.596,38,48.141,58.897,61.754,55.22,49.428
2,2,19.429,24.93,25.748,38.057,45.747,45.096,49.102,53.01,44.931,2,2,18.34,26.145,34.269,38.378,49.853,49.802,48.819,52.431,38.947,2,2,24.39,21.246,29.5,37.169,47.706,57.719,62.784,56.473,39.93
3,3,12.139,23.643,28.661,42.929,47.659,46.766,49.529,53.372,43.186,3,3,17.293,22.358,31.75,40.443,50.794,49.498,49.81,52.079,38.968,3,3,15.934,9.6843,29.326,38.196,47.48,58.285,64.319,55.956,39.739
4,4,10.061,21.378,33.671,45.01,56.384,54.438,53.584,53.466,42.38,4,4,16.133,22.502,33.036,46.095,58.109,59.457,52.306,52.831,38.709,4,4,15.051,17.482,31.279,40.728,55.683,63.375,66.648,57.74,39.59
5,5,14.748,19.408,31.08,48.761,68.656,65.908,59.282,54.968,44.658,5,5,18.875,22.058,34.719,47.139,70.154,70.562,58.077,55.575,40.491,5,5,8.8095,19.348,30.778,42.366,63.538,69.887,69.543,58.895,41.341
6,6,19.833,26.904,32.46,52.775,66.885,63.721,63.006,57.902,44.641,6,6,21.184,21.311,32.022,49.083,69.612,69.708,60.053,55.465,41.034,6,6,7.6078,19.406,31.039,46.477,65.594,71.61,72.712,60.557,43.044
7,7,16.158,25.398,35.505,54.421,65.71,66.082,65.086,58.037,46.026,7,7,19.133,23.118,33.735,54.219,71.689,73.472,60.876,57.761,42.328,7,7,1.3989,22.161,28.38,46.829,66.665,74.116,74.323,61.763,43.161
8,8,13.632,21.123,35.25,54.826,68.63,66.76,63.9,58.002,45.565,8,8,15.62,21.751,33.114,54.221,71.395,72.987,60.935,58.298,44.223,8,8,0.10342,15.691,30.122,46.523,67.36,74.234,74.393,62.184,43.605
9,9,11.647,22.018,37.747,53.79,69.486,67.533,66.56,58.883,46.228,9,9,16.038,21.489,35.976,56.233,72.257,73.065,62.052,57.828,41.711,9,9,0.63381,20.129,31.238,48.694,67.196,75.54,75.563,63.316,43.451
10,10,11.937,22.18,37.701,52.089,69.782,69.073,63.844,57.238,44.869,10,10,8.7496,23.24,33.839,57.625,75.442,75.454,61.112,57.656,41.462,10,10,2.9175,24.571,29.056,48.673,67.238,73.136,74.83,63.121,43.415
11,11,13.581,19.082,34.645,52.483,68.325,67.464,59.155,55.98,45.434,11,11,2.1212,19.092,37.337,61.179,69.601,69.679,58.247,56.546,40.878,11,11,-5.5876,16.747,31.905,52.813,64.771,73.578,70.57,58.868,40.83
12,12,14.328,23.885,31.85,51.567,62.414,62.301,56.456,55.61,42.639,12,12,8.3462,19.385,29.557,55.492,69.982,69.125,56.346,55.399,39.872,12,12,-2.3367,22.8,36.06,51.281,61.509,70.109,70.077,60.855,41.216
13,13,15,23.291,32.14,53.801,62.601,59.773,54.564,54.654,45.067,13,13,5.2644,19.964,32.388,54.071,66.728,64.36,53.7,54.146,39.803,13,13,2.9873,19.373,23.895,45.088,59.441,65.088,66.063,58.017,41.511
14,14,8.4744,22.176,27.067,50.953,57.991,54.637,52.851,59.552,43.613,14,14,9.9483,22.019,28.64,45.368,60.626,60.957,51.806,57.11,41.326,14,14,4.0199,19.118,27.542,45,59.677,62.785,66.11,60.606,40.466
15,15,12.83,21.338,31.544,53.262,59.079,56.27,51.4,52.303,43.821,15,15,12.194,19.738,30.952,47.27,59.654,61.067,51.26,56.616,40.398,15,15,5.9467,17.676,28.335,42.75,54.275,63.772,63.625,56.898,40.16
16,16,15.875,31.15,36.142,60.366,59.731,56.619,52.273,54.76,44.22,16,16,12.18,26.476,33.301,54.119,56.722,55.639,52.27,54.948,40.652,16,16,6.5378,24.067,32.41,47.899,52.581,64.197,64.687,60.36,41.408
17,17,18.513,27.149,39.632,57.324,61.439,57.894,51.701,54.887,45.87,17,17,15.099,28.844,36.17,57.118,61.139,63.065,52.754,55.74,42.077,17,17,-0.10306,23.174,30.593,45.368,54.348,60.83,66.123,57.853,41.821
18,18,15.754,23.467,40.183,58.01,58.124,52.803,50.251,56.47,44.526,18,18,15.852,26.262,37.062,56.464,61.423,63.151,50.876,59.848,43.62,18,18,5.3921,19.228,30.562,43.222,51.975,60.659,66.038,59.788,42.494
19,19,13.106,24.556,35.262,50.429,56.655,54.255,61.506,67.765,50.922,19,19,23.882,28.783,34.858,55.893,59.775,60.036,61.302,76.119,56.131,19,19,1.3134,18.416,29.559,43.172,56.657,66.588,73.584,73.244,49.737
20,20,19.827,28.269,44.47,63.404,64.889,60.474,62.963,74.347,54.498,20,20,25.665,34.708,40.456,58.046,64.44,66.525,62.927,76.998,58.405,20,20,-0.096914,18.214,30.395,53.89,59.283,64.685,83.204,72.773,52.612
21,21,22.26,27.927,43.786,60.086,63.949,58.555,63.245,69.194,50.45,21,21,30.412,34.053,43.318,54.261,60.664,62.526,61.719,72.713,53.159,21,21,3.6202,22.554,33.911,49.688,54.626,62.301,81.154,71.767,49.206
22,22,21.693,34.941,44.248,64.24,65.526,59.881,58.116,63.015,45.642,22,22,27.563,30.802,38.416,55.281,62.157,60.455,57.724,65.482,47.562,22,22,5.7318,14.141,31.336,51.538,55.466,62.544,74.415,66.828,44.583
23,23,28.338,37.547,41.543,58.148,57.424,51.401,55.691,62.288,45.137,23,23,30.789,32.276,36.601,51.065,56.57,56.677,54,62.827,44.062,23,23,11.528,22.576,28.229,44.239,51.322,58.275,73.47,67,43.739
24,24,30.37,28.835,40.619,61.324,59.419,50.956,50.459,58.64,42.69,24,24,30.147,28.56,33.852,53.05,55.078,51.873,49.93,59.465,41.758,24,24,3.8236,15.997,26.585,46.395,50.159,59.953,67.021,62.404,41.293
25,25,24.295,31.054,32.342,55.167,56.481,50.721,53.851,61.317,44.932,25,25,20.613,26.85,32.327,49.058,56.536,57.338,53.067,58.633,42.073,25,25,6.9296,17.694,30.762,42.392,51.734,59.538,69.664,66.212,42.766
26,26,23.326,25.272,33.642,52.625,53.207,50.068,47.743,51.93,42.332,26,26,11.062,23.76,36.758,49.519,55.619,52.738,48.759,52.332,39.168,26,26,2.1177,22.323,29.078,43.422,50.467,55.132,64.813,60.317,40.632
27,27,14.494,22.071,30.325,51.599,54.164,50.457,48.779,52.638,43.733,27,27,16.207,21.184,33.357,54.676,58.917,54.611,50.671,54.057,39.916,27,27,-6.0004,14.243,29.373,48.254,52.148,55.867,65.089,63.346,41.26
28,28,10.402,21.916,29.17,50.298,54.019,50.509,51.293,54.629,42.842,28,28,10.194,26.15,34.669,50.746,56.718,55.96,50.587,55.131,39.982,28,28,3.7912,16.435,27.203,50.8,54.613,62.02,67.67,62.001,41.199
29,29,10.461,23.659,33.486,49.272,55.651,52.802,55.484,55.651,43.999,29,29,13.757,22.185,30.265,51.743,56.549,56.607,52.431,57.854,41.593,29,29,0.31137,18.522,28.74,40.953,52.561,64.281,69.927,60.551,40.751
30,30,9.8464,23.609,30.53,44.584,63.019,63.664,58.443,61.098,43.58,30,30,16.646,23.745,32.033,49.175,64.233,68.583,57.929,63.876,45.114,30,30,-9.5975,16.126,26.972,46.69,61.854,70.166,77.212,70.442,46.435
31,31,13.456,21.99,29.722,49.598,53.912,53.077,46.723,52.07,43.24,31,31,18.979,27.578,28.664,49.841,58.762,61.472,46.351,52.472,38.928,31,31,-2.6241,20.011,29.642,45.933,48.71,56.581,62.704,54.76,39.467
32,32,14.931,27.389,33.659,52.006,56.692,53.625,53.017,52.363,41.222,32,32,19.664,23.617,32.398,50.754,57.518,58.279,49.857,54.095,39.336,32,32,-2.9294,17.543,29.637,47.693,51.264,60.139,66.228,60.647,40.141
33,33,15.643,20.553,31.625,52.384,53.258,50.935,49.419,52.398,43.716,33,33,11.056,25.104,32.707,48.472,56.383,59.083,47.609,52.974,38.951,33,33,1.9236,15.977,25.093,46.244,52.332,59.488,65.068,58.495,40.215
