9999,9999,1,2,4,7.9433,15.849,31.623,63.096,125.89,251.19,9999,9999,1,2,4,7.9433,15.849,31.623,63.096,125.89,251.19,9999,9999,1,2,4,7.9433,15.849,31.623,63.096,125.89,251.19
1,1,14.673,24.744,32.453,37.195,48.465,43.036,48.653,43.272,47.417,1,1,15.868,29.139,36.539,38.347,46.178,49.1,50.664,51.844,55.275,1,1,21.137,21.975,33.329,41.306,54.466,54.881,62.553,50.773,44.373
2,2,21.523,22.953,30,36.922,45.477,40.987,49.117,39.988,41.807,2,2,28.068,17.928,24.296,33.171,48.406,43.56,47.183,39.884,36.7,2,2,13.025,24.033,34.057,40.441,51.943,55.949,63.32,50.267,38.397
3,3,17.127,16.126,28.188,36.493,49.051,42.569,48.522,37.893,39,3,3,25.043,20.972,26.644,33.342,48.459,46.234,47.32,37.557,36.328,3,3,15.204,24.291,35.248,39.266,54.328,54.543,62.952,47.524,38.531
4,4,15.933,24.309,26.854,37.332,45.605,38.424,47.946,37.498,41.927,4,4,17.412,24.403,29.925,35.111,49.627,47.127,45.699,37.776,36.103,4,4,5.7495,19.697,27.313,42.314,48.911,53.739,61.853,46.756,38.052
5,5,11.014,26.457,27.469,40.483,45.178,38.294,48.62,40.334,38.624,5,5,11.697,17.561,27.549,37.811,49.142,46.48,47.293,42.419,36.538,5,5,2.1062,17.585,26.567,46.258,54.209,54.349,62.991,48.045,37.921
6,6,11.78,20.324,28.369,39.076,48.536,41.074,46.834,38.61,42.096,6,6,13.621,19.944,27.8,39.256,49.806,47.353,45.833,37.751,37.201,6,6,-2.4784,17.357,30.16,44.445,53.405,54.953,61.807,47.104,37.992
7,7,16.175,23.695,34.966,41.065,44.865,39.781,45.641,35.754,38.489,7,7,19.375,19.175,28.403,36.829,50.537,47.96,44.16,36.809,36.516,7,7,5.2694,24.175,32.76,37.632,51.124,52.78,60.015,44.534,37.213
8,8,13.464,27.875,31.573,37.945,46.685,39.207,43.158,33.622,41.257,8,8,18.664,16.155,27.105,33.396,44.532,41.407,41.863,36.34,36.839,8,8,8.2572,22.859,31.742,40.926,50.462,51.4,57.776,43.113,37.57
9,9,9.2767,21.449,30.159,43.459,47.742,38.806,43.076,35.626,39.947,9,9,11.379,24.436,27.648,36.565,40.087,36.982,41.276,37.301,36.061,9,9,4.6187,19.829,27.88,37.17,45.591,49.542,57.401,43.686,36.922
